"","geoid","city_code","pop_total","pop_with_water_supply","pop_with_sewer_service","qty_water_supply_paralizations","has_selective_waste_collection"
"1121",3156601,"315660",10330,10330,NA,0,NA
"1122",3157005,"315700",41301,41301,41301,13,"FALSE"
"1123",3157104,"315710",7107,7107,NA,3,NA
"1124",3157377,"315737",4383,4383,4383,15,"FALSE"
"1125",3158102,"315810",5393,5393,5393,53,NA
"1126",3160454,"316045",7290,7290,7290,0,"FALSE"
"1127",3162401,"316240",25906,25906,25906,2,NA
"1128",3162450,"316245",12652,12652,NA,1,NA
"1129",3162708,"316270",23526,23526,23526,0,NA
"1130",3166956,"316695",4712,4712,NA,0,"TRUE"
"1131",3168002,"316800",33315,33315,33315,5,"FALSE"
"1132",3170651,"317065",4989,4989,NA,0,NA
"1133",3170909,"317090",19702,19702,19702,0,NA
"1134",3171030,"317103",9056,9056,NA,2,"TRUE"
"1135",3171600,"317160",14030,14030,NA,5,NA
